Time [MJD],RV_C [m/s],e_RV_C [m/s],RV_A [m/s],e_RV_A [m/s],Score_1 [nondim],e_Score_1 [nondim],Score_2 [nondim],e_Score_2 [nondim]
58715.48720578408,2.5217305933428067,2.4904535783434345,-42342.71115807938,2.4802578954657983,-0.13281949810732813,0.09405953977575199,0.08397029282234282,0.09404429924810519
58719.46921322035,1.0249763772339668,2.4094993493130676,-42341.68015176435,2.3995846265854284,-0.10959996014117349,0.09405953977575199,-0.013210567293952136,0.09404429924810519
58719.47188438968,-2.2340012773707123,2.4210921596231367,-42340.3838263426,2.4108658203371722,-0.09261132129667878,0.09405953977575199,-0.06805369749084224,0.09404429924810519
58720.49734657032,-0.7105131895124661,2.4899515154654286,-42340.869210119665,2.480257817353946,-0.0984415419705167,0.09405953977575199,-0.02700446645801218,0.09404429924810519
58764.40302325105,-0.35371489408258117,2.357256410631596,-42338.467950947575,2.347598944875119,-0.004969960380013924,0.09405953977575199,-0.10700312336516062,0.09404429924810519
58764.4047259377,0.8823504931114714,2.4153335968671166,-42338.795307361586,2.4061024767916095,0.017888214037212337,0.09405953977575199,-0.03465428026501296,0.09404429924810519
58764.40649792877,0.8172851100048607,2.375563990635717,-42337.994556571924,2.3646448271888176,0.020286619461098367,0.09405953977575199,-0.08050565071888258,0.09404429924810519
58772.45141617271,-1.8277205395532163,2.2949697979387778,-42340.05436562352,2.2816883207042764,-0.05766991415028872,0.09405953977575199,-0.12586606768480083,0.09404429924810519
58772.45403845654,-0.007518658454556897,2.3469746160651384,-42340.8048225589,2.3367647026921214,-0.0044910619765277295,0.09405953977575199,0.0634610110724455,0.09404429924810519
58772.45668328182,0.48794577727929545,2.3015642174065896,-42341.69851326969,2.2908799593601707,-0.15551933045981695,0.09405953977575199,0.02832942601490899,0.09404429924810519
58780.35412400027,-0.25010897601678295,2.2773400449513685,-42342.269503742544,2.2684450932708504,-0.06853915175091634,0.09405953977575199,0.006898992567823508,0.09404429924810519
58780.35707840078,1.1464964676543052,2.330286841358699,-42341.672168542864,2.3214867995185906,-0.09298631521939961,0.09405953977575199,-0.027161406813104246,0.09404429924810519
58780.35981129807,0.011049005649378376,2.2891381547181586,-42341.160536744654,2.280572371770792,-0.13894366497953803,0.09405953977575199,-0.0633049214018128,0.09404429924810519
58781.43627418771,-2.157461623522984,2.259927153123937,-42338.56624155096,2.251130947590592,0.023359502792832124,0.09405953977575199,-0.0615021370927478,0.09404429924810519
58781.4400922838,-2.9473052858313666,2.269667436122756,-42338.64647777438,2.2610201488918356,0.028047153444840687,0.09405953977575199,-0.03077013465243741,0.09404429924810519
58781.44404569107,-1.3842720111949898,2.240677974358681,-42338.785443148,2.2303036612050766,0.012885588172609267,0.09405953977575199,-0.0188590194197787,0.09404429924810519
58788.44648133029,-1.666640915825241,2.4262923242888617,-42339.15296245109,2.4146995026650804,0.09314523561719786,0.09405953977575199,0.005747437073280275,0.09404429924810519
58788.44761548052,-0.5891009679996799,2.4665392337650127,-42341.114593957675,2.4545586611357746,0.0008028771209982863,0.09405953977575199,0.08078632232914865,0.09404429924810519
58788.44857690371,-1.0039601456702365,2.4431815303595497,-42340.73345723904,2.431520437761453,-0.11390124289079524,0.09405953977575199,-0.06363475676909883,0.09404429924810519
58794.40513482858,-0.7573906344973879,2.268870716229693,-42336.71466587077,2.260496846976075,0.021718760018642518,0.09405953977575199,-0.15336502370866736,0.09404429924810519
58794.40672219306,-0.07259398102605574,2.3418585118831308,-42336.51229465352,2.3321203904699113,0.1560027868497874,0.09405953977575199,-0.048794434900763975,0.09404429924810519
58794.40829792922,-1.233517060308955,2.3500648576906724,-42335.329949758845,2.3414079265605046,0.18757780385934567,0.09405953977575199,-0.10979402620620014,0.09404429924810519
58794.4099494837,2.0086505897325346,2.289574820792235,-42338.6357811685,2.280815201935928,-0.0317562526947943,0.09405953977575199,-0.014323983938763636,0.09404429924810519
58795.39805369527,0.3073935273967303,2.2213413045668804,-42336.652544595374,2.2120817182901287,0.13659514813386606,0.09405953977575199,0.05915120834657091,0.09404429924810519
58795.40051267445,2.5369731781522193,2.2478649366181145,-42338.754571372294,2.238662124455657,0.11779570443120346,0.09405953977575199,0.13193243145012284,0.09404429924810519
58795.4031065985,1.0667769020147146,2.2001378983609072,-42337.15123423275,2.190778864788206,0.21956476422919963,0.09405953977575199,-0.027188328822715824,0.09404429924810519
58795.40786679748,2.326978402796241,2.138067538033205,-42338.31024046394,2.1284699994052843,0.047926628795986886,0.09405953977575199,-0.12458524371622723,0.09404429924810519
58796.34460004075,3.8776232412503213,2.281393834106003,-42340.65024928187,2.2721015136991833,-0.07096044592949358,0.09405953977575199,0.027887179780509176,0.09404429924810519
58796.3460857711,0.5826861623507694,2.352217966384924,-42337.75683197174,2.3430899270379735,0.13913156887832015,0.09405953977575199,-0.014008947898285848,0.09404429924810519
58796.34760787589,4.277129498174781,2.362208681790259,-42340.42101954894,2.3530928482420848,-0.027149341746543165,0.09405953977575199,0.01622213887815093,0.09404429924810519
58796.34912474605,2.2471605268602626,2.3042689291988223,-42339.50946995948,2.2949144015673224,0.03493230246901643,0.09405953977575199,0.007283667040217301,0.09404429924810519
58797.39092594449,2.2676456514221375,2.3542303105347955,-42338.89562643476,2.345143718949331,-0.07608404984034822,0.09405953977575199,-0.03921238071151278,0.09404429924810519
58797.39195414312,-0.8278487607930946,2.412753288186595,-42336.67918851247,2.4039415437628735,0.18314292055032091,0.09405953977575199,0.02300732467709667,0.09404429924810519
58797.39300066771,1.7131061295436736,2.4220700297541753,-42338.03613032406,2.4131872699728585,0.14267181983528332,0.09405953977575199,0.0443955583835211,0.09404429924810519
58797.39405007246,0.8105319438224264,2.3775497847072886,-42338.683674150976,2.368452340887846,0.11067673337124939,0.09405953977575199,0.042643891275468006,0.09404429924810519
58798.22148986977,1.9549978752834416,2.1862222957658264,-42338.86445001397,2.1768822227967126,0.11299631020073325,0.09405953977575199,0.04819231584054598,0.09404429924810519
58798.22460077544,2.050036437856466,2.2241498003212192,-42339.19963845542,2.2150615575442383,0.09547641757931725,0.09405953977575199,0.009278497881777323,0.09404429924810519
58798.22721640925,2.309899595767921,2.234318717992695,-42340.70158390087,2.22520027784177,-0.04623003858003781,0.09405953977575199,0.008585730354619991,0.09404429924810519
58798.2296513576,1.1576496329926977,2.197151273122667,-42340.47360871726,2.1879134410821597,-0.021533391225680487,0.09405953977575199,0.027468803254349132,0.09404429924810519
58833.33284519494,0.3602559164883594,2.27225257510553,-42338.61733769679,2.263568097352328,0.01689436696945781,0.09405953977575199,-0.13032822441500694,0.09404429924810519
58833.33883472488,1.7521362677815882,2.1682532752164403,-42338.76124287183,2.159114712559863,-0.06671289930441415,0.09405953977575199,-0.08328263672713115,0.09404429924810519
58833.34431328309,0.45050414158597896,2.1473634719095562,-42338.074823144874,2.138138438682719,-0.002643015262345313,0.09405953977575199,-0.03192850024064131,0.09404429924810519
58833.34941749432,-1.0948457952441042,2.1968964694131383,-42337.17888221962,2.18790807372994,0.07031360436391947,0.09405953977575199,-0.0698090745482083,0.09404429924810519
58850.20285973194,1.424082127382664,2.2073371458564663,-42342.653189736135,2.197120228771221,-0.0764865242447624,0.09405953977575199,0.08569966878549734,0.09404429924810519
58850.2052235004,-0.27766731477299245,2.248020031674154,-42340.994614422605,2.238025901559813,-0.038795348181003976,0.09405953977575199,-0.015030122853988978,0.09404429924810519
58850.20778105693,1.8110133303265514,2.2411895651748455,-42343.045523898414,2.2311698278197496,-0.1304312423720511,0.09405953977575199,0.09466804783586137,0.09404429924810519
58850.21049807216,0.5558065287037862,2.1908278254692726,-42341.37360435488,2.180589978361573,-0.007808270509775759,0.09405953977575199,0.048746670390301006,0.09404429924810519
58852.13300786499,-1.0199487298529235,2.212607091572662,-42340.27802880109,2.202433335724569,-0.11784825228990314,0.09405953977575199,-0.09842364977207235,0.09404429924810519
58852.13521582888,-3.3316653813319927,2.2622041116205467,-42338.72801625261,2.2523530258382465,-0.20495746405693333,0.09405953977575199,-0.2236801620355242,0.09404429924810519
58852.13765093196,-2.6550508100614807,2.263919637603341,-42337.34181489814,2.2540647088649344,-0.0022546407595667836,0.09405953977575199,-0.05864619363786478,0.09404429924810519
58852.13993068293,-4.041949333121329,2.2131808083702613,-42337.77327741107,2.2030474459081026,0.10540817576420958,0.09405953977575199,0.09146021244119076,0.09404429924810519
58872.17431618815,-2.9617658454732023,2.249582327895345,-42336.99041753759,2.240206988787181,0.034666475030540274,0.09405953977575199,-0.08241464010893068,0.09404429924810519
58872.17601218633,-2.68384464588324,2.3138675156818636,-42337.75589413895,2.3046452493832037,0.03379084508746714,0.09405953977575199,-0.019225452198751204,0.09404429924810519
58872.17782251156,-1.4812004315566225,2.3198331287894365,-42338.28271184897,2.3107556096549717,0.10210427327633724,0.09405953977575199,0.06769840004166636,0.09404429924810519
58872.17984026637,-5.8162255193810495,2.2544748026748795,-42336.226036812826,2.245124273861627,0.13217558781237013,0.09405953977575199,-0.12623453172121513,0.09404429924810519
58884.15643593344,1.114887959919444,2.2559371540419435,-42338.93164598084,2.246291864949037,-0.07366431999865293,0.09405953977575199,-0.0012759932120644042,0.09404429924810519
58884.1609117297,-1.067293976117787,2.193834695815607,-42336.61892449026,2.183792138475309,0.16113497369650653,0.09405953977575199,-0.016830890065662803,0.09404429924810519
58884.16632755412,-0.2682028820847838,2.1346717074940025,-42338.548987697905,2.124307132726484,0.08032410766211552,0.09405953977575199,0.052258160836401446,0.09404429924810519
58884.17191732278,1.8352894740098595,2.18861665765516,-42339.25926605,2.1783978385246003,0.09058821464132084,0.09405953977575199,0.056459920748411066,0.09404429924810519
59088.49798892904,1.603561756303906,2.462037455682171,-42339.98427059408,2.4538735662037903,0.040328546940271784,0.09405953977575199,0.07778594865347209,0.09404429924810519
59088.49936667039,-2.413763683637521,2.468547412982322,-42338.78757070579,2.4605957308981017,0.07372473859539166,0.09405953977575199,-0.017899514679848013,0.09404429924810519
59090.49217551486,2.5484027479676805,2.4899697935677616,-42340.19512876714,2.4802578203392973,0.01660519162138719,0.09405953977575199,0.05077927527359492,0.09404429924810519
59097.5001413467,2.0381132809979343,2.396914548022192,-42336.36605331472,2.3884586768331686,0.20043101357429102,0.09405953977575199,0.049999873875532695,0.09404429924810519
59097.50310116159,3.455476464642019,2.4077632540563285,-42336.90925962468,2.3993234568687516,0.2266102325525016,0.09405953977575199,0.018334821664420686,0.09404429924810519
59099.47901074995,3.2968833144278196,2.397385214078421,-42341.02407296941,2.3869483010970467,-0.06908571395152521,0.09405953977575199,0.02265904776792096,0.09404429924810519
59099.480360043,2.2238504045198995,2.447220540318699,-42340.52599101747,2.436866260468934,-0.008673203243306631,0.09405953977575199,0.04398181799365134,0.09404429924810519
59099.48166014133,2.9051768691089417,2.4157451884838204,-42340.2899619977,2.4052645527576595,-0.01179078931236005,0.09405953977575199,0.006710124769620527,0.09404429924810519
59109.47189178866,3.495195953571169,2.3571576323140113,-42339.23816044599,2.348659233694421,-0.06163182251819107,0.09405953977575199,-0.10315959620577962,0.09404429924810519
59109.4736122887,1.6507883562363903,2.4163956267122715,-42337.80612084015,2.408224916574029,0.05830609087075402,0.09405953977575199,-0.07318190193761673,0.09404429924810519
59109.47531681807,2.958837162520372,2.376316418983682,-42339.64555932328,2.3679588673263137,-0.010101930717367725,0.09405953977575199,0.036908725327382125,0.09404429924810519
59118.44441653091,-3.0140625820486586,2.3719254225064663,-42339.056868585365,2.3633471145916833,0.044407988781955225,0.09405953977575199,-0.04087785023569914,0.09404429924810519
59118.44599183844,-2.520501346017105,2.428501766448544,-42339.4950642817,2.4200631540124506,-0.06646167337408876,0.09405953977575199,-0.09899574844476422,0.09404429924810519
59118.44753176757,-4.87965946612027,2.3913789080259105,-42338.725589431335,2.382875375335298,-0.0019994239634328437,0.09405953977575199,-0.06016818922266705,0.09404429924810519
59119.43942894281,-1.7335203240962715,2.3730167939423152,-42340.26800442947,2.364533583855957,-0.024027151991513448,0.09405953977575199,-0.10998909643145921,0.09404429924810519
59119.4410017534,-1.6853560686207438,2.429554895814449,-42340.66706651098,2.421291845153075,-0.09575302191147479,0.09405953977575199,-0.06948746070047093,0.09404429924810519
59119.44251289064,-0.7093196097595339,2.3930588843643945,-42341.589394688905,2.3846377807369974,-0.19958163104852653,0.09405953977575199,-0.026293519547574147,0.09404429924810519
59120.48398488999,-1.831742357719492,2.33825664536287,-42341.06044203046,2.3297598470782765,-0.08650947688780394,0.09405953977575199,0.02906732810062751,0.09404429924810519
59120.48591047523,-1.6132793201296425,2.3997331721969464,-42339.940193360155,2.391457575384144,0.0780815795255524,0.09405953977575199,0.08912873848352623,0.09404429924810519
59120.48783770761,-0.2710575202584896,2.3564798450835207,-42341.90894712638,2.347992303134172,-0.03383227403443006,0.09405953977575199,0.10861537265682894,0.09404429924810519
59121.39538003899,-0.16555705367636037,2.293679315127368,-42341.92117274578,2.2851608702385513,-0.06761709352330515,0.09405953977575199,0.06084169920324641,0.09404429924810519
59121.39792753998,-2.822708503841038,2.3491176939774774,-42340.35542693078,2.3407415958602265,0.017512931671725886,0.09405953977575199,-0.00219764885244995,0.09404429924810519
59121.40053997167,-1.2895568881743211,2.302510521600018,-42341.63276931002,2.294041587702428,-0.08858851239739199,0.09405953977575199,0.013767960578734098,0.09404429924810519
59122.43285894315,-1.5298864255589268,2.434338333117897,-42341.58044255095,2.4257074598184265,-0.12645389447363664,0.09405953977575199,0.05146102941147197,0.09404429924810519
59122.43381461378,-2.488611300803175,2.467540504478624,-42340.99283802371,2.4590784561277763,-0.017606516716001202,0.09405953977575199,0.09953114402979076,0.09404429924810519
59122.43477570088,-2.717802094981546,2.4469607432581717,-42339.52754251839,2.4383016720815016,0.09933963587457674,0.09405953977575199,0.06598967885462065,0.09404429924810519
59123.49780151588,-1.6634781774658733,2.4009814946230574,-42340.37114527003,2.392221677834218,0.09419723177011767,0.09405953977575199,0.06556529539414886,0.09404429924810519
59123.49907495461,-1.1458175958801315,2.448090988656465,-42342.097544418706,2.439566677068991,-0.049545906977656796,0.09405953977575199,0.0703649549881773,0.09404429924810519
59123.50036563977,-0.9659545794068084,2.4173955992995144,-42341.86121527298,2.4087444699421687,-0.16872291779136883,0.09405953977575199,-0.05757544372159074,0.09404429924810519
59132.48486319458,0.4662592995558829,2.414565138246443,-42336.90714409578,2.4059973854276095,-0.0013395839602393209,0.09405953977575199,-0.1884375981945011,0.09404429924810519
59132.48596158986,4.358077782325049,2.4554632751597185,-42338.442982708766,2.4469252812287396,0.07994572249846196,0.09405953977575199,0.022415724514152628,0.09404429924810519
59132.48718611215,0.05403101520624219,2.4278497973564996,-42334.81432444209,2.419219538570669,0.12133994187505011,0.09405953977575199,-0.2334519433412943,0.09404429924810519
59146.28937201726,5.420401510166565,2.335990672144524,-42340.617770900564,2.3273196801961924,-0.11860297887458175,0.09405953977575199,-0.09334646997900599,0.09404429924810519
