lambda,weight,lambda_lo,lambda_hi,min_telluric_model_all_obs,order,weight_snr,weight_input
5176.83734097296,0.005966936269417933,5174.975800978854,5177.306646149094,1.0,43,0.07383595525029063,0.08081342279911041
5177.14237620374,0.002647465507023783,5175.280726521953,5177.611709032783,1.0,43,0.0755616549565534,0.03503715619444847
5177.561178943721,0.0068790063964141715,5175.699378664571,5178.030549739245,1.0,43,0.07835375527423656,0.0877942144870758
5178.006931109102,0.02475597707616312,5176.14497054184,5178.4763423142,1.0,43,0.08002741748106565,0.30934369564056396
5178.235663776236,0.007904144231348754,5176.373620958948,5178.7050957170495,1.0,43,0.08118132686081772,0.09736406803131104
5178.693420288449,0.015238005057153175,5176.831212866403,5179.16289372709,1.0,43,0.08392592143124439,0.18156494200229645
5179.041090161783,0.0026322959063342735,5177.178757721057,5179.510595118369,1.0,43,0.08356639095618427,0.031499456614255905
5179.259122520702,0.0017703890518108467,5177.396711677675,5179.728647242967,1.0,43,0.0845650033613972,0.020935244858264923
5179.454608887086,0.0014837096930393134,5177.592127749076,5179.92415133113,1.0,43,0.08507353158874366,0.017440320923924446
5179.631511175725,0.0017533946800429839,5177.768966425386,5180.101069656812,1.0,43,0.08528682569692911,0.0205587986856699
5179.921296478628,0.007059349490489414,5178.058647524333,5180.390881230145,1.0,43,0.08772477455384385,0.08047156035900116
5180.245611345008,0.011683630731911298,5178.382845770264,5180.715225497226,1.0,43,0.08831808875162477,0.13229034841060638
5180.530618546252,0.00828313478039205,5178.667750485711,5181.0002585357415,1.0,43,0.0869175371911888,0.09529877454042435
5180.818727793618,0.001835899461871251,5178.955756131812,5181.288393901595,1.0,43,0.08571568868681984,0.021418476477265358
5180.974331462257,0.0015811095027083687,5179.111303846898,5181.4440116764545,1.0,43,0.0844692014863712,0.01871817745268345
5181.2275613634965,0.0030032022995283717,5179.364442689145,5181.6972645342,1.0,43,0.08484656392531661,0.03539568558335304
5181.505804534596,0.023207594302684147,5179.642585806726,5181.97553292938,1.0,43,0.08363202024403228,0.2774965167045593
5181.828641678918,0.004646970706352785,5179.965306861974,5182.2983993404405,1.0,43,0.08159088972928234,0.056954529136419296
5182.029257022231,0.00591977271169731,5180.165850065974,5182.499032870498,1.0,43,0.07935926399321408,0.07459460198879242
5182.3329074285675,0.0029107367060529753,5180.469391282599,5182.802710804202,1.0,43,0.0761020808855646,0.03824779391288757
5182.756541680786,0.005346784603468261,5180.89287320009,5183.226383460901,1.0,43,0.07202712751280474,0.07423292845487595
5182.97289793562,0.0021004385993236775,5181.109151655335,5183.4427593294695,1.0,43,0.0684414702507151,0.030689559876918793
5183.187465434321,0.003667180869361081,5181.323641997666,5183.657346279745,1.0,43,0.06522516225441662,0.05622340738773346
5183.409012511468,0.002643038924500402,5181.545109408654,5183.878913441199,1.0,43,0.06042044289515998,0.04374411702156067
5183.83083596278,0.0009896470430532174,5181.966781176385,5184.300775132833,1.0,43,0.05100332071020152,0.019403580576181412
5185.059250393226,0.024109900864300725,5183.1947538810355,5185.529300924949,1.0,43,0.03630290094529682,0.6641315221786499
5185.711133871552,0.007124397536396504,5183.846402948449,5186.1812434996455,1.0,43,0.043440144681568836,0.16400492191314697
5186.004867710521,0.009827673633946899,5184.140031163606,5186.475003966997,1.0,43,0.05059025931238629,0.19426019489765167
5187.17961548876,0.0018790195543470704,5185.314356514053,5187.649858241765,1.0,43,0.08329172220046893,0.022559499368071556
5187.351760174301,0.027066431337163285,5185.486439298051,5187.822018533049,1.0,43,0.08736220783572521,0.3098185360431671
5187.780055663336,0.00846193933559496,5185.914580776224,5188.250352849128,1.0,43,0.09561595422066257,0.08849924057722092
5188.000068454688,0.009244625589389634,5186.1345144531315,5188.470385585697,1.0,43,0.09895519370454758,0.09342233836650848
5188.69632215241,0.001430157004361345,5186.830517784845,5189.166702402162,1.0,43,0.10579077956881272,0.01351873017847538
5188.942932596355,0.0035928139389610363,5187.0770395500895,5189.413335202528,1.0,43,0.10573205584675846,0.033980365842580795
5189.361446612729,0.026992725978455673,5187.495403072924,5189.831887159209,1.0,43,0.10069812820829041,0.26805588603019714
5189.817583827442,0.002173362670720375,5187.951376265162,5190.288065724952,1.0,43,0.10288055625459021,0.021125106140971184
5190.141239086798,0.05357579093572533,5188.274915141258,5190.611750325212,1.0,43,0.10443070437332069,0.5130271911621094
5190.296555662882,0.05473668573171121,5188.4301758670235,5190.76708098149,1.0,43,0.1051324720497143,0.5206449031829834
5191.029666758965,0.002775355961806029,5189.163023343537,5191.500258537616,1.0,43,0.11009276236569326,0.025209249928593636
5191.23884846821,0.0012531388608634495,5189.372129833089,5191.709459210188,1.0,43,0.11126357761960452,0.011262794956564903
5191.63245087385,0.0015322355596770784,5189.765590703159,5192.103097297776,1.0,43,0.11762640028773604,0.013026289641857147
5191.992282757682,0.002937673268243618,5190.125293194971,5192.462961802098,1.0,43,0.1093153396902945,0.026873385533690453
5192.51102486576,0.004144513797650917,5190.643848768469,5192.98175093664,1.0,43,0.10297903820563363,0.04024618864059448
5192.909056462131,0.05562012050525805,5191.041737236577,5193.379818616487,1.0,43,0.0919997479695785,0.6045681834220886
5193.4510631863395,0.013853377244075009,5191.583549060477,5193.92187447621,1.0,43,0.08513296462946893,0.16272635757923126
5193.7984097473345,0.04888011010947309,5191.930770719052,5194.26925252584,1.0,43,0.08497532828006871,0.5752270817756653
5194.4226636836775,0.05765628941483415,5192.554800179794,5194.893563053801,1.0,43,0.09492791351090016,0.6073691844940186
5194.790616402615,0.0033388380503974234,5192.922620586539,5195.26154912942,1.0,43,0.09906397753239177,0.03370385617017746
5194.942092027853,0.007674239934556892,5193.074041742626,5195.41303848665,1.0,43,0.10450321895851124,0.07343544065952301
5195.319570473842,0.005070386603703987,5193.451384451063,5195.790551152874,1.0,43,0.10329841130396886,0.049084845930337906
5195.493998111037,0.01189157580117936,5193.6257493657895,5195.964994602774,1.0,43,0.10368655351015252,0.1146877333521843
5196.396496872826,0.06875884456205407,5194.527923597864,5196.86757518041,1.0,43,0.09926309485994887,0.6926929354667664
5196.926356257387,0.051973083699593366,5195.057592450182,5197.397482599271,1.0,43,0.09613319538388809,0.5406361818313599
5197.511352044912,0.04216115026445171,5195.642377878952,5197.982531419474,1.0,43,0.09824441545866938,0.4291455149650574
5197.900110097134,0.025671505953478963,5196.030996137586,5198.371324714481,1.0,43,0.100217690938298,0.25615742802619934
5198.61507336545,0.015846413335911996,5196.745702312115,5199.086352797653,1.0,43,0.10414010424711093,0.15216436982154846
5199.022626473805,0.03575057914195599,5197.153108868365,5199.493942852655,1.0,43,0.10199840392639023,0.3505013585090637
5199.389926493438,0.02467849842678402,5197.520276810509,5199.861276169799,1.0,43,0.10266207909994016,0.2403857260942459
5199.780896926745,0.004165648275989768,5197.911106654679,5200.252282046455,1.0,43,0.10236140839439493,0.040695495903491974
5200.164573968256,0.05954037937388877,5198.294645729685,5200.635993870132,1.0,43,0.10274009488185473,0.5795242786407471
5201.032186281046,0.0038459797019955205,5199.161946057586,5201.503684836147,1.0,43,0.10038666225653076,0.038311660289764404
5201.6200150093655,0.01679942995003984,5199.7495634084535,5202.091566853965,1.0,43,0.10269244812524159,0.1635897308588028
5201.865513435671,0.01888891537125316,5199.994973555929,5202.337087535882,1.0,43,0.10126088678665407,0.18653713166713715
5202.25489256778,0.0020902239879824138,5200.384212671117,5202.72650196708,1.0,43,0.09968642545297578,0.020967990159988403
5202.5262667952875,0.010325581731260391,5200.655489315111,5202.997900795965,1.0,43,0.09601377125771592,0.10754271596670151
5203.084659907118,0.002777214679558365,5201.213681634249,5203.5563445288135,1.0,43,0.08982279061245756,0.030918819829821587
5203.7783796480035,0.0610264415164528,5201.907151920311,5204.250127158727,1.0,43,0.08846621153917039,0.6898276805877686
5204.207209418061,0.0021698689165090914,5202.335827487384,5204.678995804263,1.0,43,0.08667917472130549,0.025033336132764816
5204.425184976505,0.0031887809286169464,5202.553724663952,5204.896991123239,1.0,43,0.0854976666590483,0.03729670122265816
5204.948260585782,0.00324769025076397,5203.0766121803645,5205.420114151832,1.0,43,0.0772140176902892,0.042060889303684235
5205.994039607386,0.057174213698677395,5204.122015150077,5206.465987978329,1.0,43,0.0722418738110267,0.7914276123046875
5206.598842703931,0.0014515329751763977,5204.726600765353,5207.07084590318,1.0,43,0.057768155504132945,0.025126870721578598
5206.748075146527,0.0008266807329313013,5204.875779545425,5207.220091874415,1.0,43,0.05675896330639534,0.014564760960638523
5207.187117539726,0.016588819107747704,5205.314664063281,5207.659174068916,1.0,43,0.06290722355417634,0.263702929019928
5207.495495065326,0.04510031817120081,5205.622930699344,5207.96757955042,1.0,43,0.06474522096593768,0.6965814232826233
5208.011482311101,0.005159208614005488,5206.138732401159,5208.4836135729165,1.0,43,0.062382570148448654,0.08270272612571716
5208.256051053969,0.0020518756770002,5206.383213199503,5208.728204487117,1.0,43,0.05954551398641248,0.0344589464366436
5208.538339082331,0.0021437702654988834,5206.6653997198555,5209.010518106245,1.0,43,0.05934713533164379,0.036122556775808334
5208.725155334962,0.0017693864118569934,5206.852148795193,5209.197351294668,1.0,43,0.05933535878840227,0.029820101335644722
5209.042966454167,0.00267426882663054,5207.169845632632,5209.515191224978,1.0,43,0.055958218835847694,0.04779045656323433
5209.379538600086,0.008018182304174106,5207.506296750505,5209.851793882777,1.0,43,0.053701240895216454,0.14931093156337738
5209.885076745603,0.03582268099173734,5208.011653109457,5210.357377857757,1.0,43,0.05141034780978903,0.6967990398406982
5210.051054099034,0.025342971408729282,5208.177570779058,5210.5233702578325,1.0,43,0.04953074610863978,0.5116614103317261
5211.031781889974,0.0019084585413867,5209.157945909891,5211.5041869564575,1.0,43,0.048682122120895,0.03920245170593262
5211.202685285838,0.003557784316563711,5209.328787850569,5211.675105845536,1.0,43,0.05133539394912169,0.0693047046661377
5211.328019895638,0.004420191379103932,5209.45407739127,5211.800451817521,1.0,43,0.05276406772027796,0.08377275615930557
5211.506012849771,0.0013866144534733262,5209.63200634088,5211.97846090757,1.0,43,0.053339379214771214,0.025996074080467224
5211.845294429471,0.033097896496638,5209.971165918249,5212.317773244775,1.0,43,0.05365222589215024,0.6168969869613647
5212.202717971186,0.0033973831659254326,5210.32846093396,5212.6752291886505,1.0,43,0.05307969743333229,0.06400532275438309
5212.401112389219,0.004787731309855833,5210.526784011304,5212.873641592091,1.0,43,0.05392797523396657,0.08878010511398315
5212.6640556585935,0.003942454088188395,5210.789632728854,5213.136608698536,1.0,43,0.052861465119987405,0.07458087056875229
5212.985045117586,0.009034329139452957,5211.110506763182,5213.4576272567665,1.0,43,0.05469023322600528,0.1651909053325653
5213.279586292859,0.0008444642231714692,5211.404942024333,5213.752195133611,1.0,43,0.05583730005983633,0.015123657882213593
5213.694340424883,0.0056633275457473094,5211.819547014835,5214.166986865091,1.0,43,0.05642374819453853,0.1003713458776474
5214.143231569176,0.005576756898243271,5212.268276742269,5214.615918703522,1.0,43,0.054991281507634576,0.10141165554523468
5214.45499651262,0.001450888953589696,5212.5799295780935,5214.927711909956,1.0,43,0.0532601606682788,0.0272415429353714
5214.795976737362,0.002889352547495238,5212.920787189688,5215.268723046193,1.0,43,0.05184943249624541,0.0557258278131485
5215.263742880046,0.0027911819560547343,5213.388385128249,5215.736531594126,1.0,43,0.04982595720603085,0.056018631905317307
5215.588480319462,0.005734594754772418,5213.713005795263,5216.06129847255,1.0,43,0.04592520375504064,0.12486813962459564
5216.06843032815,0.006394962159619035,5214.192783218629,5216.541291991012,1.0,43,0.04328694189489601,0.14773420989513397
5205.994039607386,0.021720085842667238,5204.122015150077,5206.465987978329,1.0,44,0.02744418504608017,0.7914276123046875
5206.598842703931,0.0006006689289457219,5204.726600765353,5207.07084590318,1.0,44,0.02390544113516993,0.025126870721578598
5206.748075146527,0.0003552180155530734,5204.875779545425,5207.220091874415,1.0,44,0.024388866835031157,0.014564760960638523
5207.187117539726,0.007645319304527919,5205.314664063281,5207.659174068916,1.0,44,0.02899216680278194,0.263702929019928
5207.495495065326,0.02195867215040304,5205.622930699344,5207.96757955042,1.0,44,0.03152348227565892,0.6965814232826233
5208.011482311101,0.0027937839257893725,5206.138732401159,5208.4836135729165,1.0,44,0.033781037901247854,0.08270272612571716
5208.256051053969,0.0011584756157040855,5206.383213199503,5208.728204487117,1.0,44,0.03361900857398716,0.0344589464366436
5208.538339082331,0.0012545211734879983,5206.6653997198555,5209.010518106245,1.0,44,0.03472957856427717,0.036122556775808334
5208.725155334962,0.001041262090130565,5206.852148795193,5209.197351294668,1.0,44,0.034918127152234656,0.029820101335644722
5209.042966454167,0.0016242046473545185,5207.169845632632,5209.515191224978,1.0,44,0.03398596213880985,0.04779045656323433
5209.379538600086,0.005143610645766778,5207.506296750505,5209.851793882777,1.0,44,0.03444898904527624,0.14931093156337738
5209.885076745603,0.025057079647397163,5208.011653109457,5210.357377857757,1.0,44,0.03596026718568053,0.6967990398406982
5210.051054099034,0.01817881682694824,5208.177570779058,5210.5233702578325,1.0,44,0.03552899722330505,0.5116614103317261
5211.031781889974,0.001555704723580381,5209.157945909891,5211.5041869564575,1.0,44,0.039683863020866926,0.03920245170593262
5211.202685285838,0.002942525453138992,5209.328787850569,5211.675105845536,1.0,44,0.042457802357200015,0.0693047046661377
5211.328019895638,0.0037066382443656934,5209.45407739127,5211.800451817521,1.0,44,0.044246344686535134,0.08377275615930557
5211.506012849771,0.0011935301416445404,5209.63200634088,5211.97846090757,1.0,44,0.045911938008413665,0.025996074080467224
5211.845294429471,0.029987450858680438,5209.971165918249,5212.317773244775,1.0,44,0.048610143172183304,0.6168969869613647
5212.202717971186,0.0032834161866890006,5210.32846093396,5212.6752291886505,1.0,44,0.05129911147060268,0.06400532275438309
5212.401112389219,0.004755600518248124,5210.526784011304,5212.873641592091,1.0,44,0.05356606091130998,0.08878010511398315
5212.6640556585935,0.004090668908035749,5210.789632728854,5213.136608698536,1.0,44,0.054848768549366426,0.07458087056875229
5212.985045117586,0.009751352231788921,5211.110506763182,5213.4576272567665,1.0,44,0.05903080567394024,0.1651909053325653
5213.279586292859,0.0009451611794397886,5211.404942024333,5213.752195133611,1.0,44,0.06249554088044796,0.015123657882213593
5213.694340424883,0.006684801145282209,5211.819547014835,5214.166986865091,1.0,44,0.06660069252663979,0.1003713458776474
5214.143231569176,0.007014936120550911,5212.268276742269,5214.615918703522,1.0,44,0.06917287843133473,0.10141165554523468
5214.45499651262,0.0019090774207921562,5212.5799295780935,5214.927711909956,1.0,44,0.07007963628643595,0.0272415429353714
5214.795976737362,0.003995251015759326,5212.920787189688,5215.268723046193,1.0,44,0.07169478090402898,0.0557258278131485
5215.263742880046,0.004116280139929021,5213.388385128249,5215.736531594126,1.0,44,0.07348055459273546,0.056018631905317307
5215.588480319462,0.008795727278047047,5213.713005795263,5216.06129847255,1.0,44,0.07044012431426123,0.12486813962459564
5216.06843032815,0.01056440542673084,5214.192783218629,5216.541291991012,1.0,44,0.07150954023600736,0.14773420989513397
5216.640175976248,0.03845488680524182,5214.764323272593,5217.1130894706,1.0,44,0.06848396626180853,0.5615166425704956
5217.004012750577,0.004777101542975397,5215.128029214783,5217.476959228481,1.0,44,0.06928002276913534,0.06895352154970169
5217.735353416986,0.04844793195728643,5215.859106898252,5218.208366194435,1.0,44,0.07041747236011153,0.6880100965499878
5217.929296612353,0.010329228977872336,5216.0529803535455,5218.4023269716845,1.0,44,0.07435850232568025,0.1389112025499344
5218.849278424201,0.04316730102706009,5216.972631348946,5219.322392184304,1.0,44,0.0781584914819403,0.5523046851158142
5219.369312623291,0.023572707489097133,5217.492478548834,5219.842473526992,1.0,44,0.08543122169831226,0.2759261429309845
5219.6621807178835,0.023982520737867198,5217.785241330928,5220.1353681714845,1.0,44,0.0868452742138878,0.27615228295326233
5219.962530505438,0.0015085716272509313,5218.085483115641,5220.43574518719,1.0,44,0.08833954165338131,0.017076969146728516
5220.478777797404,0.0013842895306619403,5218.601544770139,5220.952039279454,1.0,44,0.0931453580242763,0.014861605130136013
5221.158025515442,0.029791444211693618,5219.280548237351,5221.63134857456,1.0,44,0.0987985161945981,0.3015373647212982
5221.5382643128005,0.00904788151568928,5219.660650304563,5222.011621842392,1.0,44,0.09915747031970089,0.09124760329723358
5221.744248557271,0.01686203891675542,5219.866560479117,5222.217624760324,1.0,44,0.10000977271017701,0.16860391199588776
5222.344533875553,0.009360848397215193,5220.466629940678,5222.817964497354,1.0,44,0.10361247395665374,0.09034480154514313
5222.494696071974,0.012626735802735255,5220.616738140246,5222.968140306701,1.0,44,0.104383751468187,0.12096457183361053
5223.21292264588,0.020211858937070244,5221.334706446912,5223.686431991296,1.0,44,0.10514790162285526,0.19222313165664673
5223.67953541168,0.0012862739205012498,5221.801151423332,5224.153087057784,1.0,44,0.10634104374580751,0.012095742858946323
5223.855943159351,0.016899879710749757,5221.977495736505,5224.3295107976655,1.0,44,0.10616368980673291,0.15918700397014618
5224.132211525893,0.017221641476011823,5222.253664759648,5224.605804209262,1.0,44,0.10568022890068098,0.16295991837978363
5224.464310253613,0.0011103834028128102,5222.585644067919,5224.937933043327,1.0,44,0.10712276263842144,0.010365522466599941
5224.642852990322,0.02061794105458303,5222.76412260241,5225.116491965794,1.0,44,0.1042222056318642,0.19782675802707672
5225.078577470408,0.013609062859587764,5223.199690400241,5225.552255946397,1.0,44,0.10397922673836342,0.13088251650333405
5225.341813226435,0.002052338163642024,5223.462831499269,5225.81551556601,1.0,44,0.10164821804342415,0.02019059658050537
5225.536993765248,0.009587604806048356,5223.657941853072,5226.010713798875,1.0,44,0.10202096397434743,0.09397681057453156
5225.764805685969,0.03465482366934028,5223.885671854858,5226.238546371842,1.0,44,0.10104321713287172,0.3429703116416931
5226.001887105888,0.02155209939662974,5224.122668022621,5226.475649284331,1.0,44,0.09988853953621264,0.2157614827156067
5226.403714208437,0.044970757105155364,5224.52435063208,5226.877512814437,1.0,44,0.10064555990814399,0.4468230605125427
5226.9877250290465,0.05394802765978013,5225.108151448119,5227.461576578433,1.0,44,0.09892106938002156,0.5453643798828125
5227.273169171976,0.007861396191916354,5225.393492948132,5227.747046598246,1.0,44,0.0924696109256196,0.08501599729061127
5227.540381018614,0.003116196397632407,5225.660608708007,5228.014282668922,1.0,44,0.0841913885584141,0.03701324388384819
5228.001876256535,0.03509546322835235,5226.1219379967615,5228.475819743603,1.0,44,0.0824690578231915,0.4255591630935669
5228.326294181674,0.04993127764207858,5226.446239264393,5228.8002670787855,1.0,44,0.0869048049242542,0.5745514035224915
5228.648162147851,0.061000929822515655,5226.767991490002,5229.12216422384,1.0,44,0.08573111881931493,0.711537778377533
5229.182145976061,0.0031616984384291655,5227.301783302859,5229.65619646025,1.0,44,0.09064688000594488,0.03487928584218025
5229.551622334564,0.010791142104598894,5227.671126801283,5230.025706313559,1.0,44,0.10220716990139843,0.10558106750249863
5229.83784203599,0.03770697145319507,5227.957243580909,5230.311951962177,1.0,44,0.11325778459972276,0.3329305052757263
5231.315359041188,0.07082312669259273,5229.434229285465,5231.789602911389,1.0,44,0.11949819576449415,0.5926710963249207
5231.672087185887,0.02319753104249023,5229.790829154218,5232.146363395209,1.0,44,0.11898135914831483,0.19496777653694153
5232.140107917036,0.004588601272903508,5230.258681589697,5232.614426554686,1.0,44,0.1195561982808306,0.03838028758764267
5232.432260760867,0.002767420011780634,5230.5507293782275,5232.906605883575,1.0,44,0.1222876742699616,0.02263040840625763
5232.861724502052,0.00716190081920022,5230.980038688458,5233.336108557712,1.0,44,0.12723323074608886,0.05628954619169235
5234.406989395956,0.058559128964848405,5232.524747920244,5234.881513537302,1.0,44,0.1056614017764241,0.5542149543762207
5235.26765347582,0.002578122502557439,5233.3851025137365,5235.7422556405,1.0,44,0.10698368570985725,0.02409827709197998
5235.525542884621,0.003359684855939769,5233.642899188032,5236.000168428215,1.0,44,0.11343938472505202,0.029616564512252808
5236.0876270380395,0.046400190793866425,5234.204781221496,5236.562303537263,1.0,44,0.12123464512399505,0.3827304542064667
5236.649417163949,0.019723900805538562,5234.766369333179,5237.124144592146,1.0,44,0.12097822944388138,0.1630367785692215
5236.8515597931555,0.05455875292365341,5234.968439273876,5237.326305546553,1.0,44,0.12157618311640779,0.44876185059547424
5237.664729656276,0.02827265928013188,5235.781316729081,5238.139549127428,1.0,44,0.12332823361170887,0.22924725711345673
5237.84787754591,0.006075511718217791,5235.964398760527,5238.322713620298,1.0,44,0.12504142216383493,0.048587992787361145
5238.543019138761,0.0014139591403635177,5236.6592903872715,5239.017918231075,1.0,44,0.13052308773462448,0.010833019390702248
5238.781151236458,0.026198629852887532,5236.897336854999,5239.2560719165895,1.0,44,0.1299874850604741,0.20154732465744019
5239.302667457369,0.002811749540891082,5237.418665543786,5239.777635415452,1.0,44,0.12813345741400248,0.021943913772702217
5239.708028015125,0.002834525429834504,5237.823880337856,5240.18303272109,1.0,44,0.1279343947748653,0.022156085819005966
5240.035377611127,0.022478990832011353,5238.15111222215,5240.510411992906,1.0,44,0.1284974311070538,0.17493727803230286
5240.42365054748,0.017110695041295296,5238.5392455393585,5240.898720128065,1.0,44,0.12486571028499216,0.13703277707099915
5240.963688284797,0.0015751704305821512,5239.0790890843955,5241.438806822398,1.0,44,0.12325751953478022,0.012779507786035538
5241.281485787147,0.03310379707140534,5239.396772309877,5241.756633134619,1.0,44,0.12459720601935056,0.2656865119934082
5241.57019099944,0.0035031005893989687,5239.685373706604,5242.045364519426,1.0,44,0.12434046406361346,0.028173455968499184
5241.936006504546,0.008332643818089756,5240.051057668037,5242.411213187464,1.0,44,0.1235459420747903,0.06744571030139923
5242.338563858271,0.004777282359857413,5240.453470266082,5242.813807034948,1.0,44,0.12217110470551099,0.03910320997238159
5242.9214943952475,0.003879668439215346,5241.036191186949,5243.396790417379,1.0,44,0.11893122820197694,0.0326211079955101
5243.376569891313,0.005231083101392529,5241.491103042324,5243.851907168224,1.0,44,0.11865727072765313,0.04408565163612366
5243.522667983226,0.008619207452181261,5241.637148598793,5243.99801850463,1.0,44,0.11793646301178504,0.07308348268270493
5243.957971792608,0.05752232003183996,5242.07229587719,5244.433361776394,1.0,44,0.11517710885304452,0.49942493438720703
5244.638182018538,0.007746764319721605,5242.752261506186,5245.113633666649,1.0,44,0.1109291956816638,0.06983521580696106
5244.818029082091,0.014232416220994552,5242.932043898497,5245.293497034203,1.0,44,0.11073859694577876,0.12852263450622559
5245.241585163166,0.043157457249686795,5243.355447672954,5245.717091512671,1.0,44,0.11432245033438607,0.37750640511512756
5245.994699504166,0.0015785663596747956,5244.108291201415,5246.470274127106,1.0,44,0.11293323734912543,0.01397787220776081
5247.462333748227,0.002161613220135335,5245.57539769858,5247.938041419261,1.0,44,0.10498809863855706,0.020589126273989677
5247.588825058037,0.0027235979268321396,5245.701843523354,5248.064544196116,1.0,44,0.10326953478437967,0.02637368254363537
5247.82542969435,0.0015103656979015287,5245.938363078957,5248.301170281775,1.0,44,0.09931916506565079,0.015207192860543728
5248.022586271,0.007693433070403097,5246.135448760034,5248.498344731617,1.0,44,0.09629261485760941,0.07989639788866043
5248.230399967042,0.004056921716905085,5246.3431877283065,5248.706177266969,1.0,44,0.09434941660328913,0.04299890622496605
5248.517578847859,0.05199623958601565,5246.630263342412,5248.99338218193,1.0,44,0.09340453725570415,0.5566778779029846
5248.7515508533415,0.0107714558844705,5246.864151213853,5249.227375398099,1.0,44,0.09271985485098243,0.11617205291986465
