Time [MJD],RV_C [m/s],e_RV_C [m/s],RV_D [m/s],e_RV_D [m/s],Score_1 [nondim],e_Score_1 [nondim],Score_2 [nondim],e_Score_2 [nondim]
58524.47062214726,0.775003661547089,0.6409453726926525,-5548.432967022107,0.6409453726926525,-0.11424010017167945,NaN,-0.09215095576155354,NaN
58524.48400493971,3.404960223472699,2.11422884143029,-5547.46589746805,2.11422884143029,0.05677100705395917,NaN,-0.20267436568438746,NaN
58524.4961207087,0.8825065223745696,0.6042477727850686,-5547.541729148462,0.6042477727850686,-0.07137880479006192,NaN,-0.06027460973362446,NaN
58524.50173853929,-1.5209599115769379,0.6123102228577404,-5546.371716056174,0.6123102228577404,-0.0250969697982426,NaN,-0.006788167373936981,NaN
58524.50784795779,0.28046216375150834,0.6079146738326103,-5547.426328743355,0.6079146738326103,-0.025417459772050146,NaN,-0.10324802722437329,NaN
58559.26410035071,1.0292681309929321,0.8100048641940991,-5542.7055309555635,0.8100048641940991,0.1109137529432824,NaN,0.1713123267228227,NaN
58559.26852228207,1.512445050801034,0.8029922291835022,-5543.0789859100505,0.8029922291835022,0.09001707023126279,NaN,0.16137782024882633,NaN
58559.27287035819,1.8051193433284425,0.8394775079784199,-5542.302906639586,0.8394775079784199,0.12150320062652287,NaN,0.19593853134087932,NaN
58600.31385469592,-1.6661190118493323,0.6330371470059093,-5543.9876263846845,0.6330371470059093,-0.103280966407224,NaN,0.30324222560409836,NaN
58606.31363546995,-0.1326789896147602,0.5034068892162805,-5546.2349204727225,0.5034068892162805,0.047659996947990724,NaN,-0.07902822223120899,NaN
58608.31418599658,-0.19870389954212442,0.4985298523492271,-5545.860220887279,0.4985298523492271,-0.03763795439290707,NaN,0.05479367045519632,NaN
58609.34330039589,0.5123201019814587,0.7380825905401388,-5545.188183875692,0.7380825905401388,-0.0039057540070004393,NaN,0.07718346991155929,NaN
58616.25155577868,0.9231509464088958,0.5647808924708693,-5545.06159720243,0.5647808924708693,-0.15326492485983265,NaN,0.26288921994888154,NaN
58621.26517668973,-3.723565424694243,0.573975486891292,-5543.234197323926,0.573975486891292,0.23091206376431303,NaN,-0.017090964166290225,NaN
58634.17299599143,3.357869557548838,0.5794059963847737,-5543.1875267724545,0.5794059963847737,0.12982543836471122,NaN,0.10501384025709067,NaN
58641.15861521435,1.55098754573919,0.7997338368924648,-5544.544405070473,0.7997338368924648,-0.031833435017260894,NaN,0.16884511566575022,NaN
58641.16419015514,-1.565758861982431,0.6079178722306549,-5540.820751557652,0.6079178722306549,0.222418918654841,NaN,0.214408047286581,NaN
58642.18509224348,0.36105838435651094,0.6675980185498546,-5544.116195330875,0.6675980185498546,-0.017108261303572302,NaN,0.19100023068526634,NaN
58646.17723320273,-3.3250211419335756,0.8798282941928475,-5540.42764969733,0.8798282941928475,0.18038992430570747,NaN,0.2994883195504897,NaN
58794.5362263679,1.2894647292278023,0.656104854940541,-5549.461977213124,0.656104854940541,-0.12105806732935663,NaN,-0.08526419050505815,NaN
58794.53933493886,-1.1396915347359027,0.8196051720860005,-5546.584867238331,0.8196051720860005,0.1299974961800989,NaN,-0.11370401746674595,NaN
58796.53476067391,-0.12174391408916563,0.7609783144194983,-5551.286721659472,0.7609783144194983,-0.10801020135300576,NaN,-0.2680179479720042,NaN
58796.53794822391,-0.9064102355287105,0.760417675412626,-5550.641641167277,0.760417675412626,-0.048710347912598415,NaN,-0.2779031514960772,NaN
58829.49064500126,-5.644805289487522,0.7674185325826729,-5546.242958776977,0.7674185325826729,0.15219537611005313,NaN,-0.10818266130221067,NaN
58829.49335815907,-0.1997148564496456,0.7675464618589091,-5551.635056138613,0.7675464618589091,-0.3250711274667978,NaN,-0.04701047269088547,NaN
58829.49706227565,-1.374399010961497,0.766779892411243,-5550.869034610485,0.766779892411243,-0.24006336897241543,NaN,-0.07575435301293787,NaN
58829.50122148493,-0.515553227759483,0.768706757446816,-5551.017824489127,0.768706757446816,-0.23209022354238726,NaN,-0.0987090250986765,NaN
58907.42317911157,-0.8115559035413753,0.7837594508699917,-5543.4107540522255,0.7837594508699917,0.20842216011374845,NaN,0.08633328266656276,NaN
58907.42750974651,1.0326083045401901,0.7802293179482472,-5546.218683603939,0.7802293179482472,0.028724291948668355,NaN,0.03795559735887513,NaN
59024.15840801896,-1.305535257442898,0.7733089817218903,-5547.928195185307,0.7733089817218903,-0.14966380586464115,NaN,0.0889068891626703,NaN
59024.16680773535,0.42771071588776977,0.774802442457615,-5551.174893469542,0.774802442457615,-0.43648729718711937,NaN,0.12510013345746035,NaN
59024.17516547823,-2.728769885479778,0.7708322810528285,-5547.58646148832,0.7708322810528285,-0.20978567625704886,NaN,0.1903583943837048,NaN
59028.15519504085,0.5064209644624498,0.7490503576998248,-5546.496832639848,0.7490503576998248,0.11324311610370895,NaN,-0.08609303123806314,NaN
59028.15809539583,1.194948138426298,0.7492012506832211,-5545.877703582698,0.7492012506832211,0.1889626934691006,NaN,-0.11749875979267409,NaN
59028.16132218569,-0.29681964344035805,0.7492296740027741,-5545.8914581859435,0.7492296740027741,0.15566619725512967,NaN,-0.07995360430039185,NaN
59030.18783751596,0.6148340192557953,1.027783102615252,-5550.1417754838885,1.027783102615252,-0.15499224671921155,NaN,-0.10813120768890762,NaN
59030.20024552362,0.9266881104331333,0.7434971378114661,-5547.704667021395,0.7434971378114661,0.05561781381906919,NaN,-0.12983102432333074,NaN
59030.21187923916,0.6708497463951062,0.7494662160885726,-5548.345570030025,0.7494662160885726,-0.018758109892232457,NaN,-0.10199062611150031,NaN
59031.15795743078,0.055432634185308416,0.6847807846667041,-5549.021205710107,0.6847807846667041,0.011998523096917332,NaN,-0.19987456615830337,NaN
59031.16240271593,-0.4038360641225154,0.7020250755551549,-5546.872784442949,0.7020250755551549,0.06999555778388868,NaN,-0.07020616410057558,NaN
59031.16664488376,2.580840139821703,0.696558944235924,-5549.380266342901,0.696558944235924,-0.07860344763332469,NaN,-0.12724374879493236,NaN
59033.15660780323,0.13355628906720085,0.722926906536717,-5545.801759306039,0.722926906536717,0.18960387878498625,NaN,-0.11127295929451772,NaN
59033.15855354189,2.667761040980622,0.7297940522303904,-5547.464254653018,0.7297940522303904,0.12523532658995953,NaN,-0.18889796764905076,NaN
59033.16227024853,1.8501754297431035,0.7309451475303053,-5547.821780887764,0.7309451475303053,0.02509169991912924,NaN,-0.10500517063853296,NaN
