Time [MJD],RV_C [m/s],e_RV_C [m/s],RV_D [m/s],e_RV_D [m/s],Score_1 [nondim],e_Score_1 [nondim],Score_2 [nondim],e_Score_2 [nondim]
59028.15809539583,1.3067230726210255,0.680859291015871,-5537.655686065268,0.680859291015871,0.18232018359550758,NaN,-0.12134468297552821,NaN
59028.16132218569,-0.5785986603368656,0.6811525919626279,-5537.33272762092,0.6811525919626279,0.16482051480861346,NaN,-0.07420487150379802,NaN
59030.18783751596,-0.34278557829657075,0.9339065052072241,-5540.687974334151,0.9339065052072241,-0.08574386865941755,NaN,-0.098482768972592,NaN
59030.20024552362,0.24948879623389075,0.6750173670988632,-5539.281050600405,0.6750173670988632,0.055556406782584354,NaN,-0.12730922180483253,NaN
59030.21187923916,2.879278293526113,0.6804844101167692,-5541.992666962483,0.6804844101167692,-0.15716382694921174,NaN,-0.13592652938221386,NaN
59031.15795743078,-0.5392546549946928,0.6268743136745268,-5539.968785522871,0.6268743136745268,0.06910858042354598,NaN,-0.20216469810365362,NaN
59031.16240271593,-0.9099090390045603,0.6430319316668095,-5538.074872584718,0.6430319316668095,0.0877027633981306,NaN,-0.05621881539382233,NaN
59031.16664488376,1.7151214090235953,0.6386072216992957,-5540.451700723519,0.6386072216992957,-0.048600137617456594,NaN,-0.11776473938695654,NaN
59033.15660780323,0.7745602294298806,0.656575413981594,-5537.731617654523,0.656575413981594,0.17850293150604454,NaN,-0.12388914160973151,NaN
59033.15855354189,3.643392167595266,0.6631830571475545,-5539.798580859653,0.6631830571475545,0.07433985445745016,NaN,-0.1928813556578228,NaN
59033.16227024853,2.515403553878059,0.6639573584898344,-5539.382690873691,0.6639573584898344,0.05520875087470492,NaN,-0.1358416735962966,NaN
