,x_0(xi_1),x_0(xi_2),x_0(xi_3),x_0(xi_4),x_0(xi_5)
0,-0.0,-0.0,-0.0,-0.0,-0.0
1,0.009074206423363424,-0.004580812917702583,0.005249141629300487,-0.09160755119554011,0.006501141683202843
2,-0.002038625813733769,0.005308046356683212,-0.004891045976216644,-0.019226344860444874,0.06528476828221243
3,-0.002073905139384658,0.0020662768821042283,-0.0020504716861675237,-0.017094579171214173,0.029278931642809328
4,-0.0008293892520532701,0.0016708699486822414,-0.002243060448607997,-0.02064715803705378,0.003027056569667633
5,0.0077318948162507775,0.006244794860057293,0.003168406084312687,-0.010326980273716356,0.14173623456341986
6,0.008926476688054614,0.00448295320961802,0.0050412077317560176,-0.02954129716358516,0.04338199187112747
7,0.009207081523751126,0.006194104251396475,0.005224618382848804,-0.013897969615163125,0.0978757075564032
8,0.010130750395404668,-0.008155136132001178,-0.024805174783569594,-0.09035981494800398,0.15189366785692102
9,0.0012677672380038097,0.001129874636907244,0.0025998557138252006,-0.032768591583165696,0.0574853869162938
10,0.002030527512764124,0.001497262669470144,-0.0026935663443585158,-0.02053573151590263,0.059637075337798044
11,0.005953076610286305,-0.00017696293183434796,-0.0013031393484024293,-0.026633359220704013,0.08860863143682937
12,0.00887031341752673,-0.0032440906908936416,-0.021810604234039053,-0.06971027022269888,0.10897073737409316
13,-0.0004899528577858491,0.0054720059432402405,0.0013536506225965818,-0.027471493607462375,0.0031640993185692717
14,0.010210310606855505,0.004116563258677222,-0.006144202700735004,-0.029947877839425107,0.043481655390767746
15,0.007380769171725929,0.002303701300322188,-0.0011983867306948044,-0.04025499235959774,0.08052874770487758
16,0.0038748377084962616,0.007013195335430945,-0.005772224846708487,-0.017319119207097913,0.09156909639425419
17,0.011365845400879312,-0.0036738660887596333,-0.0005264479451740823,-0.06832479150612929,0.15736768609213236
18,0.004424771927012453,0.00357993648191824,-0.00024300232938549943,-0.03484568937582579,0.11410326299978234
19,0.002054449381971372,-0.003420469826843561,-0.022230887207642946,-0.03790052340892575,0.044450443323717295
20,0.0015517776985616311,-0.00037071450736565173,-0.02418908364964845,-0.05059508079036469,0.04265840542257367
21,-0.004422402902037067,-0.0020539914945015146,-0.011739633533961902,-0.03310202404883777,0.033904945780672865
22,-0.004727806862838392,-0.001693808746218474,-0.010686043179783186,-0.0481781180369362,-0.032130955008076084
23,0.0003949964852881179,-0.00842254678938712,-0.02437617650545077,-0.07211165225755957,0.10318776286040211
24,0.0002154621273227208,-0.008027584760873637,-0.020113305291597952,-0.051539465020755695,0.11199436140024145
25,0.0003759716239958134,-0.009439817032538118,-0.022470093281073952,-0.06867121432416869,0.0396123625099858
26,0.0006940698599324882,-0.007577957782374739,-0.020668311642494573,-0.06872075397685529,0.005974080946023016
27,0.0007409061471298433,0.008018870174242358,0.002316147624637333,-0.025317800055588934,0.09385766851228383
28,4.8193175610032054e-05,0.00600368551844937,0.0019199100569379473,-0.002302465936172291,0.0309307117956097
29,0.003496300995581268,-0.006726320485409291,-0.015348782972413098,-0.06210218406643103,0.1041442204354496
30,0.0030189648351774665,-0.009355317301859458,-0.015596026390608482,-0.06847028402912968,0.11140313105531988
31,0.0023635213602412482,-0.007044169809167142,-0.022461997199190196,-0.04251661793297926,0.07355934024999172
32,0.0009433249303065581,0.0036757031611302973,-0.00020296053511566412,-0.027379943853540242,0.029139474526831174
33,0.003815403284387026,0.0010424082124473398,-0.0026035915552040188,-0.03332627074573466,0.070139922312538
34,0.00046428703565783066,0.0026484355788005684,0.0007439111796102608,-0.05119966208051794,0.03151255782416877
35,-0.0026669405639989474,0.00015233703879295453,-0.012524784816529093,-0.047182147709775725,0.004230518152671438
36,-0.0003394148645093448,0.0024089830876142648,-0.010306586446934995,-0.03196623817004907,0.06703942674488927
37,-0.0020194764527223076,0.004927455142940375,-0.0183598247550602,0.0004463430061040911,-0.010550176324980653
38,-0.010859876624591536,0.008479643749515329,-0.008772561518584824,-0.02247064889866545,-0.05355731790891277
39,-0.00875674584713114,0.009041101993803055,-0.0059430482666496835,-0.03669836947952201,-0.0036108115947074085
40,-0.008998787264300595,0.008314104373331781,-0.011424948484417363,-0.017194862441603495,-0.04482925750602924
41,0.0018151997231683691,0.0041427807701528725,-0.0001939957330524043,-0.024601377710622235,0.048359959419121634
42,0.001781088021624156,0.006141217046805896,-0.0031512521073284714,-0.03048514565986511,0.016642414103056963
43,0.00032411600188851446,0.0067899585890320285,-0.005505967476083974,-0.0174869123663093,0.008273741085293527
